Timestamp,SoilMoisture,SoilTemp,AirTemp,AirPressure,AirHumidity,RSSI
2024/10/06 13:44,-3.14,31.62,35.2,928,18.4,-107
2024/10/06 13:44,-2.6,31.62,35.05,928,17.4,-108
2024/10/06 13:45,-2.95,31.69,35.26,928,15.6,-108
2024/10/06 13:45,-2.65,31.56,35.69,928,14.3,-108
2024/10/06 13:46,-4.37,31.56,35.6,928,13.7,-108
2024/10/06 13:46,-2.11,31.56,35.49,928,14,-108
2024/10/06 13:47,-2.51,31.56,35.63,928,14,-108
2024/10/06 13:47,-2.56,31.44,35.75,928,14.3,-108
2024/10/06 13:47,-2.36,31.5,35.83,927,14.1,-108
2024/10/06 13:48,-2.36,31.5,35.97,928,14.6,-108
2024/10/06 13:48,-2.36,31.5,35.97,928,14.6,-108
2024/10/06 13:51,-2.36,31.5,35.97,928,14.6,-108
2024/10/06 13:56,-2.36,31.5,35.97,928,14.6,-109
2024/10/06 13:56,-2.36,31.5,35.97,928,14.6,-107
2024/10/06 13:57,-3.93,33.06,36.05,927,17.3,-108
2024/10/06 13:57,-3.93,33.06,36.05,927,17.3,-108
2024/10/06 14:14,-3.93,33.06,36.05,927,17.3,-106
2024/10/06 14:17,-3.93,33.06,36.05,927,17.3,-107
2024/10/06 14:18,-0.79,32.12,34.54,926,25.6,-107
2024/10/06 14:18,-0.79,32.12,34.54,926,25.6,-110
2024/10/06 14:18,2.95,31.75,34.3,926,17.5,-107
2024/10/06 14:19,1.28,31.5,34.83,927,16.9,-105
2024/10/06 14:19,-3,31.88,34.96,927,18.9,-107
2024/10/06 14:20,-4.86,32.12,33.41,927,16.2,-102
2024/10/06 14:20,-4.47,29.12,32.18,924,17,-103
2024/10/06 14:20,-5.55,25,31.25,924,17.7,-103
2024/10/06 14:21,-3.83,21.62,30.21,925,18.6,-103
2024/10/06 14:21,-4.13,18.5,29.32,925,19.5,-103
2024/10/06 14:21,-4.13,15.81,28.5,926,20.4,-103
2024/10/06 14:22,-4.32,13.56,27.85,926,21.1,-104
2024/10/06 14:22,-5.55,11.69,27.15,926,21.9,-103
2024/10/06 14:23,-1.43,10,26.54,926,22.5,-106
2024/10/06 14:23,-4.52,8.75,26.2,926,23.1,-102
2024/10/06 14:23,-4.62,7.94,25.5,926,24.1,-100
2024/10/06 14:24,-4.52,7.12,24.89,926,24.9,-101
2024/10/06 14:24,-4.42,6.38,24.38,926,25.6,-102
2024/10/06 14:25,0.98,5.75,23.97,926,26.7,-107
2024/10/06 14:25,3.29,5.31,24.01,926,30.4,-105
2024/10/06 14:25,1.28,5.81,26.07,926,26,-102
2024/10/06 14:26,1.28,5.81,26.07,926,26,-103
2024/10/06 14:26,0.98,13.62,28.56,926,22.6,-97
2024/10/06 14:26,1.38,17.81,29.02,926,23.6,-100
2024/10/06 14:27,1.33,21.31,30.01,926,21.6,-95
2024/10/06 19:54,-2.06,24.38,24.08,1010,60,-64
2024/10/06 19:54,-1.82,24.38,24.06,1010,60,-62
2024/10/06 19:54,-2.11,24.38,24.03,1010,60.1,-63
2024/10/06 19:55,-2.31,24.38,24,1010,60.2,-64
2024/10/06 19:55,-2.01,24.38,23.98,1010,60.1,-62
2024/10/06 19:55,-2.16,24.38,23.97,1010,60.2,-63
2024/10/06 19:55,-2.06,24.38,23.98,1010,60.1,-61
2024/10/06 19:55,-2.51,24.44,23.97,1010,60.1,-62
2024/10/06 19:56,-1.97,24.38,23.95,1010,60.2,-63
2024/10/06 19:56,-2.06,24.44,23.94,1010,60.1,-62
2024/10/06 19:56,-2.16,24.44,23.93,1010,60.2,-63
2024/10/06 19:56,-2.16,24.44,23.91,1010,60.2,-63
2024/10/06 19:56,-2.21,24.38,23.88,1010,60.2,-63
2024/10/06 19:56,-2.16,24.44,23.86,1010,60.2,-66
2024/10/06 19:57,-2.21,24.38,23.84,1010,60.3,-64
2024/10/06 19:57,-2.21,24.38,23.84,1010,60.3,-62
2024/10/06 19:57,-2.16,24.38,23.84,1010,60.7,-63
2024/10/06 19:58,-2.16,24.38,23.82,1010,60.6,-64
2024/10/06 19:58,-2.16,24.38,23.82,1010,60.6,-60
2024/10/06 19:58,-2.26,24.38,23.78,1010,60.5,-62
2024/10/06 19:59,-2.26,24.38,23.76,1010,60.5,-63
2024/10/06 19:59,-1.87,24.38,23.73,1010,60.5,-63
2024/10/06 19:59,-2.36,24.38,23.73,1010,60.6,-63
